"rgn_id","year","percent"
1,1998,9.21177351
2,1998,9.21177351
3,1998,9.21177351
4,1998,9.21177351
1,2003,9.26718137
2,2003,9.26718137
3,2003,9.26718137
4,2003,9.26718137
1,2004,10.29062054
2,2004,10.29062054
3,2004,10.29062054
4,2004,10.29062054
1,2005,11.14711759
2,2005,11.14711759
3,2005,11.14711759
4,2005,11.14711759
1,2006,10.29309058
2,2006,10.29309058
3,2006,10.29309058
4,2006,10.29309058
1,2007,8.63599290000001
2,2007,8.63599290000001
3,2007,8.63599290000001
4,2007,8.63599290000001
1,2008,7.51166966
2,2008,7.51166966
3,2008,7.51166966
4,2008,7.51166966
1,2009,7.72616370999999
2,2009,7.72616370999999
3,2009,7.72616370999999
4,2009,7.72616370999999
1,2010,5.3803644777
2,2010,5.3803644777
3,2010,5.3803644777
4,2010,5.3803644777
