"rgn_id","year","count"
1,1990,8353996.78841213
3,1990,5974920.58518182
2,1990,10331447.0050821
4,1990,12604987.5571197
1,1991,8946496.48725137
3,1991,6398686.44683731
2,1991,11064195.5797016
4,1991,13498984.9479046
1,1992,8928680.06240548
3,1992,6385943.83677146
2,1992,11042161.8808892
4,1992,13472102.508375
1,1993,8918330.0112958
3,1993,6378541.30418745
2,1993,11029361.8993657
4,1993,13456485.760038
1,1994,8899108.50382612
3,1994,6364793.75513188
2,1994,11005590.5249194
4,1994,13427483.2515835
1,1995,8910781.7654973
3,1995,6373142.67041421
2,1995,11020026.9303175
4,1995,13445096.5356011
1,1996,8958777.65330357
3,1996,6407470.14567199
2,1996,11079383.7847539
4,1996,13517515.4727774
1,1997,9015482.79116812
3,1997,6448026.62469559
2,1997,11149511.4304308
4,1997,13603075.4239374
1,1998,9081116.47256769
3,1998,6494968.94990926
2,1998,11230681.0691442
4,1998,13702107.2716055
1,1999,9046746.62491438
3,1999,6470387.05031621
2,1999,11188175.6350871
4,1999,13650248.082168
1,2000,9036327.78968613
3,2000,6462935.32216075
2,2000,11175290.5877569
4,2000,13634527.5484238
1,2001,9077611.7355012
3,2001,6492462.30235185
2,2001,11226346.7359877
4,2001,13696819.1241195
1,2002,9073921.7402366
3,2002,6489823.15498035
2,2002,11221783.2927053
4,2002,13691251.4484819
1,2003,9028913.20098445
3,2003,6457632.28221635
2,2003,11166120.9133871
4,2003,13623339.9934494
1,2004,9133754.64701604
3,2004,6532616.66752798
2,2004,11295779.0723553
4,2004,13781530.7560472
1,2005,9249838.58019288
3,2005,6615641.87085452
2,2005,11439340.8948139
4,2005,13956684.8254509
1,2006,9326987.85964826
3,2006,6670820.34765131
2,2006,11534751.9552154
4,2006,14073092.0652675
1,2007,9384030.33628009
3,2007,6711618.09709862
2,2007,11605296.7901354
4,2007,14159161.0124293
1,2008,9401759.79344486
3,2008,6724298.50639981
2,2008,11627222.9354005
4,2008,14185912.2301538
1,2009,9411588.91943871
3,2009,6731328.46448125
2,2009,11639378.6851432
4,2009,14200742.9769194
1,2010,9413250.78300171
3,2010,6732517.05756595
2,2010,11641433.9235837
4,2010,14203250.4915934
1,2011,9525353.28261112
3,2011,6812694.67189012
2,2011,11780071.8789464
4,2011,14372397.1466003
1,2012,9532574.57541948
3,2012,6817859.46332409
2,2012,11789002.5029156
4,2012,14383293.0456892
