"region_id","rgn_name","rgn_title"
0,"GLOBAL","Germany"
1,"Hamburg","Hamburg"
3,"Mecklenburg-Vorpommern","Mecklenburg-Vorpommern"
2,"Niedersachsen","Niedersachsen"
4,"Schleswig-Holstein","Schleswig-Holstein"
